Timestamp,Theta/Alpha,Theta/Beta
2024-11-28 14:14:46,3.312940644630516,3.163216887168759
2024-11-28 14:14:51,3.9137523680901585,5.111200052677505
2024-11-28 14:14:57,5.607005964212755,4.0431449930786
2024-11-28 14:15:02,6.4625484216134215,6.972205706399959
2024-11-28 14:15:08,5.333277835625365,3.5296229078220294
2024-11-28 14:15:30,6.131212357876365,7.053447550677317
2024-11-28 14:15:35,3.4653228232616353,4.681695285950632
2024-11-28 14:15:41,4.083245964082827,7.6792101023881845
